 1 ,  331 ,    2 ,   58.543
 1 ,  331 ,    3 ,   68.266
 1 ,  331 ,    4 ,   65.312
 1 ,  331 ,    5 ,   77.329
 1 ,  331 ,   10 ,   94.921
 1 ,  331 ,   15 ,   99.401
 1 ,  331 ,   20 ,  111.668
 1 ,  331 ,   30 ,  121.483
 1 ,  331 ,   40 ,  122.712
 1 ,  331 ,   50 ,  133.746
 2 ,  331 ,    2 ,   42.088
 2 ,  331 ,    3 ,   44.133
 2 ,  331 ,    4 ,   40.636
 2 ,  331 ,    5 ,   55.756
 2 ,  331 ,   10 ,  111.287
 2 ,  331 ,   15 ,  141.232
 2 ,  331 ,   20 ,  111.302
 2 ,  331 ,   30 ,  188.318
 2 ,  331 ,   40 ,  197.165
 2 ,  331 ,   50 ,  188.409
 4 ,  331 ,    2 ,   20.227
 4 ,  331 ,    3 ,   27.955
 4 ,  331 ,    4 ,   34.776
 4 ,  331 ,    5 ,   42.398
 4 ,  331 ,   10 ,   45.884
 4 ,  331 ,   15 ,  143.369
 4 ,  331 ,   20 ,  185.486
 4 ,  331 ,   30 ,  255.789
 4 ,  331 ,   40 ,  295.628
 4 ,  331 ,   50 ,  315.948
 6 ,  331 ,    2 ,   15.050
 6 ,  331 ,    3 ,   21.171
 6 ,  331 ,    4 ,   26.080
 6 ,  331 ,    5 ,   34.444
 6 ,  331 ,   10 ,   77.849
 6 ,  331 ,   15 ,  114.965
 6 ,  331 ,   20 ,  147.504
 6 ,  331 ,   30 ,  231.442
 6 ,  331 ,   40 ,  312.699
 6 ,  331 ,   50 ,  363.505
 8 ,  331 ,    2 ,   13.178
 8 ,  331 ,    3 ,   19.062
 8 ,  331 ,    4 ,   26.954
 8 ,  331 ,    5 ,   34.908
 8 ,  331 ,   10 ,   66.890
 8 ,  331 ,   15 ,   99.705
 8 ,  331 ,   20 ,  139.193
 8 ,  331 ,   30 ,  202.628
 8 ,  331 ,   40 ,  283.081
 8 ,  331 ,   50 ,  337.893
