      1024 ,        8 ,     6.9025 ,  82.52
      1024 ,       32 ,     6.5293 ,  81.84
      1024 ,       64 ,     6.7568 ,  85.45
      1024 ,      128 ,     6.8817 ,  84.18
      1024 ,      256 ,     6.8143 ,  84.08
      4096 ,        8 ,    27.3797 ,  82.74
      4096 ,       32 ,    26.4901 ,  83.76
      4096 ,       64 ,    27.6936 ,  83.45
      4096 ,      128 ,    27.4149 ,  83.64
      4096 ,      256 ,    27.4325 ,  84.62
     16384 ,        8 ,   103.8750 ,  83.72
     16384 ,       32 ,   105.3498 ,  83.45
     16384 ,       64 ,   108.1995 ,  83.83
     16384 ,      128 ,   107.8803 ,  83.78
     16384 ,      256 ,   105.2632 ,  83.92
     65536 ,        8 ,   396.5150 ,  83.87
     65536 ,       32 ,   419.9303 ,  83.82
     65536 ,       64 ,   419.2426 ,  84.11
     65536 ,      128 ,   419.1568 ,  83.77
     65536 ,      256 ,   434.3584 ,  83.65
    262144 ,        8 ,  1050.9301 ,  83.81
    262144 ,       32 ,  1420.9888 ,  83.72
    262144 ,       64 ,  1553.2802 ,  83.81
    262144 ,      128 ,  1526.0805 ,  83.79
    262144 ,      256 ,  1572.6627 ,  83.77
   1048576 ,        8 ,  2057.3868 ,  83.89
   1048576 ,       32 ,  4018.1482 ,  83.80
   1048576 ,       64 ,  4828.0535 ,  83.84
   1048576 ,      128 ,  4813.8681 ,  83.79
   1048576 ,      256 ,  4685.1586 ,  83.84
   2097152 ,        8 ,  2398.4775 ,  83.82
   2097152 ,       32 ,  5754.8296 ,  83.81
   2097152 ,       64 ,  7220.8020 ,  83.82
   2097152 ,      128 ,  7235.1516 ,  83.85
   2097152 ,      256 ,  7133.5584 ,  83.81
